ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0030154	cell differentiation	149	27	AFUB_007280,AFUB_014090,AFUB_014350,AFUB_014990,AFUB_015800,AFUB_015960,AFUB_018660,AFUB_023920,AFUB_026940,AFUB_028890,AFUB_029400,AFUB_030320,AFUB_030640,AFUB_037920,AFUB_043350,AFUB_045150,AFUB_055240,AFUB_055940,AFUB_060190,AFUB_063950,AFUB_066150,AFUB_066820,AFUB_072790,AFUB_072930,AFUB_084880,AFUB_088500,AFUB_089440,	18.1	2.49	2.91	7.77912674324e-06	0.000340058969062	0.00952165113373
GO:0048869	cellular developmental process	151	27	AFUB_007280,AFUB_014090,AFUB_014350,AFUB_014990,AFUB_015800,AFUB_015960,AFUB_018660,AFUB_023920,AFUB_026940,AFUB_028890,AFUB_029400,AFUB_030320,AFUB_030640,AFUB_037920,AFUB_043350,AFUB_045150,AFUB_055240,AFUB_055940,AFUB_060190,AFUB_063950,AFUB_066150,AFUB_066820,AFUB_072790,AFUB_072930,AFUB_084880,AFUB_088500,AFUB_089440,	17.9	2.45	2.86	1.00567292108e-05	0.000424463329448	0.012309436554
GO:0045881	positive regulation of sporulation resulting in formation of a cellular spore	27	10	AFUB_015960,AFUB_023920,AFUB_026940,AFUB_035330,AFUB_037920,AFUB_039530,AFUB_063950,AFUB_088500,AFUB_089440,AFUB_093810,	37.0	5.08	7.61	1.05034932307e-05	0.000424958100942	0.0128562757144
GO:0019954	asexual reproduction	110	22	AFUB_005090,AFUB_007280,AFUB_014090,AFUB_014350,AFUB_015800,AFUB_015960,AFUB_018660,AFUB_023920,AFUB_026940,AFUB_028890,AFUB_029400,AFUB_030320,AFUB_037920,AFUB_043350,AFUB_055240,AFUB_055940,AFUB_060190,AFUB_063950,AFUB_066150,AFUB_072790,AFUB_088500,AFUB_089440,	20.0	2.75	3.27	1.07628277199e-05	0.000424958100942	0.0131737011292
GO:0009056	catabolic process	550	67	AFUB_000910,AFUB_001990,AFUB_004590,AFUB_006850,AFUB_013000,AFUB_016310,AFUB_017280,AFUB_017510,AFUB_017790,AFUB_021290,AFUB_021750,AFUB_021810,AFUB_023080,AFUB_023890,AFUB_024990,AFUB_025250,AFUB_026030,AFUB_026940,AFUB_029750,AFUB_030140,AFUB_030900,AFUB_031270,AFUB_037900,AFUB_044090,AFUB_045210,AFUB_046030,AFUB_046050,AFUB_046310,AFUB_046510,AFUB_048180,AFUB_049500,AFUB_049850,AFUB_050280,AFUB_050560,AFUB_054240,AFUB_055320,AFUB_057420,AFUB_059160,AFUB_062470,AFUB_065720,AFUB_066090,AFUB_066150,AFUB_068800,AFUB_069810,AFUB_074660,AFUB_076190,AFUB_077830,AFUB_079490,AFUB_080270,AFUB_081320,AFUB_082480,AFUB_084050,AFUB_084930,AFUB_085200,AFUB_085500,AFUB_085870,AFUB_088580,AFUB_090720,AFUB_090740,AFUB_091030,AFUB_091970,AFUB_094370,AFUB_094400,AFUB_097070,AFUB_098360,AFUB_099260,AFUB_100130,	12.2	1.67	1.87	1.36283807656e-05	0.000507878479647	0.0166811380571
GO:0032502	developmental process	207	33	AFUB_001420,AFUB_005090,AFUB_007280,AFUB_014090,AFUB_014350,AFUB_014990,AFUB_015800,AFUB_015960,AFUB_018660,AFUB_023920,AFUB_026940,AFUB_028890,AFUB_029400,AFUB_030320,AFUB_030640,AFUB_032790,AFUB_037920,AFUB_043130,AFUB_043350,AFUB_045150,AFUB_055240,AFUB_055940,AFUB_060190,AFUB_063950,AFUB_066150,AFUB_066820,AFUB_072790,AFUB_072930,AFUB_084880,AFUB_088500,AFUB_089440,AFUB_100220,AFUB_100320,	15.9	2.19	2.51	1.36928021473e-05	0.000507878479647	0.0167599898283
GO:0034305	regulation of asexual sporulation	53	14	AFUB_015960,AFUB_023920,AFUB_026940,AFUB_028890,AFUB_029400,AFUB_030320,AFUB_037920,AFUB_039530,AFUB_055940,AFUB_060190,AFUB_063950,AFUB_088500,AFUB_089440,AFUB_093810,	26.4	3.63	4.66	1.69125618619e-05	0.000591456449113	0.0207009757189
GO:1903664	regulation of asexual reproduction	53	14	AFUB_015960,AFUB_023920,AFUB_026940,AFUB_028890,AFUB_029400,AFUB_030320,AFUB_037920,AFUB_039530,AFUB_055940,AFUB_060190,AFUB_063950,AFUB_088500,AFUB_089440,AFUB_093810,	26.4	3.63	4.66	1.69125618619e-05	0.000591456449113	0.0207009757189
GO:0048856	anatomical structure development	182	30	AFUB_001420,AFUB_007280,AFUB_014090,AFUB_014350,AFUB_015800,AFUB_015960,AFUB_018660,AFUB_023920,AFUB_026940,AFUB_028890,AFUB_029400,AFUB_030320,AFUB_030640,AFUB_032790,AFUB_037920,AFUB_043130,AFUB_043350,AFUB_045150,AFUB_055240,AFUB_055940,AFUB_060190,AFUB_063950,AFUB_066150,AFUB_066820,AFUB_072790,AFUB_072930,AFUB_088500,AFUB_089440,AFUB_100220,AFUB_100320,	16.5	2.26	2.6	1.74159854678e-05	0.000592143505906	0.0213171662126
GO:0048315	conidium formation	55	14	AFUB_007280,AFUB_014350,AFUB_015960,AFUB_023920,AFUB_026940,AFUB_028890,AFUB_029400,AFUB_030320,AFUB_055240,AFUB_055940,AFUB_060190,AFUB_072790,AFUB_088500,AFUB_089440,	25.5	3.49	4.44	2.67360786982e-05	0.000861183166488	0.0327249603265
GO:0061794	conidium development	55	14	AFUB_007280,AFUB_014350,AFUB_015960,AFUB_023920,AFUB_026940,AFUB_028890,AFUB_029400,AFUB_030320,AFUB_055240,AFUB_055940,AFUB_060190,AFUB_072790,AFUB_088500,AFUB_089440,	25.5	3.49	4.44	2.67360786982e-05	0.000861183166488	0.0327249603265
GO:0023052	signaling	151	26	AFUB_005590,AFUB_005600,AFUB_018140,AFUB_019610,AFUB_020650,AFUB_026080,AFUB_026940,AFUB_028690,AFUB_030660,AFUB_032790,AFUB_036740,AFUB_041920,AFUB_042200,AFUB_046660,AFUB_049650,AFUB_054310,AFUB_055940,AFUB_063650,AFUB_064490,AFUB_072790,AFUB_089840,AFUB_089990,AFUB_090140,AFUB_098950,AFUB_100220,AFUB_100730,	17.2	2.36	2.73	2.91754319134e-05	0.00089276821655	0.035710728662
GO:0007165	signal transduction	151	26	AFUB_005590,AFUB_005600,AFUB_018140,AFUB_019610,AFUB_020650,AFUB_026080,AFUB_026940,AFUB_028690,AFUB_030660,AFUB_032790,AFUB_036740,AFUB_041920,AFUB_042200,AFUB_046660,AFUB_049650,AFUB_054310,AFUB_055940,AFUB_063650,AFUB_064490,AFUB_072790,AFUB_089840,AFUB_089990,AFUB_090140,AFUB_098950,AFUB_100220,AFUB_100730,	17.2	2.36	2.73	2.91754319134e-05	0.00089276821655	0.035710728662
GO:0048468	cell development	71	16	AFUB_007280,AFUB_014350,AFUB_015960,AFUB_023920,AFUB_026940,AFUB_028890,AFUB_029400,AFUB_030320,AFUB_030640,AFUB_055240,AFUB_055940,AFUB_060190,AFUB_066820,AFUB_072790,AFUB_088500,AFUB_089440,	22.5	3.09	3.79	3.73551774437e-05	0.00111518871198	0.0457227371911
GO:0075306	regulation of conidium formation	33	10	AFUB_015960,AFUB_023920,AFUB_026940,AFUB_028890,AFUB_029400,AFUB_030320,AFUB_055940,AFUB_060190,AFUB_088500,AFUB_089440,	30.3	4.16	5.62	7.72814736393e-05	0.00225220294606	0.0945925237345
GO:0044248	cellular catabolic process	368	47	AFUB_001990,AFUB_004590,AFUB_006850,AFUB_013000,AFUB_016310,AFUB_017280,AFUB_021290,AFUB_021750,AFUB_021810,AFUB_023080,AFUB_024990,AFUB_025250,AFUB_026030,AFUB_026940,AFUB_029750,AFUB_030900,AFUB_031270,AFUB_045210,AFUB_046030,AFUB_046050,AFUB_046310,AFUB_046510,AFUB_049850,AFUB_050280,AFUB_054240,AFUB_055320,AFUB_057420,AFUB_059160,AFUB_066090,AFUB_066150,AFUB_068800,AFUB_069810,AFUB_074660,AFUB_076190,AFUB_077830,AFUB_079490,AFUB_081320,AFUB_084050,AFUB_084930,AFUB_088580,AFUB_090740,AFUB_091030,AFUB_094370,AFUB_094400,AFUB_097070,AFUB_098360,AFUB_099260,	12.8	1.75	1.95	9.16606601399e-05	0.0026091313491	0.112192648011
GO:0048646	anatomical structure formation involved in morphogenesis	94	18	AFUB_014090,AFUB_015800,AFUB_015960,AFUB_018660,AFUB_023920,AFUB_026940,AFUB_030320,AFUB_030640,AFUB_037920,AFUB_043350,AFUB_045150,AFUB_060190,AFUB_063950,AFUB_066150,AFUB_066820,AFUB_072930,AFUB_088500,AFUB_089440,	19.1	2.63	3.08	0.000122357510632	0.00332812428919	0.149765593013
GO:0030435	sporulation resulting in formation of a cellular spore	94	18	AFUB_014090,AFUB_015800,AFUB_015960,AFUB_018660,AFUB_023920,AFUB_026940,AFUB_030320,AFUB_030640,AFUB_037920,AFUB_043350,AFUB_045150,AFUB_060190,AFUB_063950,AFUB_066150,AFUB_066820,AFUB_072930,AFUB_088500,AFUB_089440,	19.1	2.63	3.08	0.000122357510632	0.00332812428919	0.149765593013
GO:0042173	regulation of sporulation resulting in formation of a cellular spore	49	12	AFUB_015960,AFUB_023920,AFUB_026940,AFUB_035330,AFUB_037920,AFUB_039530,AFUB_046660,AFUB_063950,AFUB_072930,AFUB_088500,AFUB_089440,AFUB_093810,	24.5	3.36	4.2	0.000150112040528	0.00399428560013	0.183737137606
GO:0007154	cell communication	186	28	AFUB_005590,AFUB_005600,AFUB_018140,AFUB_019610,AFUB_020650,AFUB_026080,AFUB_026940,AFUB_028690,AFUB_030660,AFUB_032790,AFUB_036740,AFUB_041920,AFUB_042200,AFUB_046660,AFUB_049650,AFUB_051440,AFUB_054310,AFUB_055940,AFUB_063650,AFUB_064490,AFUB_069810,AFUB_072790,AFUB_089840,AFUB_089990,AFUB_090140,AFUB_098950,AFUB_100220,AFUB_100730,	15.1	2.07	2.32	0.000170690913968	0.00444522720631	0.208925678697
GO:1903666	positive regulation of asexual reproduction	24	8	AFUB_015960,AFUB_023920,AFUB_028890,AFUB_030320,AFUB_037920,AFUB_039530,AFUB_063950,AFUB_093810,	33.3	4.58	6.44	0.000194461290411	0.00495876290549	0.238020619464
GO:0060284	regulation of cell development	37	10	AFUB_015960,AFUB_023920,AFUB_026940,AFUB_028890,AFUB_029400,AFUB_030320,AFUB_055940,AFUB_060190,AFUB_088500,AFUB_089440,	27.0	3.71	4.78	0.000223003096976	0.0055705263408	0.272955790699
GO:1901575	organic substance catabolic process	515	59	AFUB_000910,AFUB_001990,AFUB_004590,AFUB_006850,AFUB_013000,AFUB_016310,AFUB_017510,AFUB_017790,AFUB_021290,AFUB_021750,AFUB_023080,AFUB_023890,AFUB_024990,AFUB_025250,AFUB_026030,AFUB_026940,AFUB_029750,AFUB_030140,AFUB_030900,AFUB_031270,AFUB_037900,AFUB_044090,AFUB_046030,AFUB_046050,AFUB_046310,AFUB_046510,AFUB_048180,AFUB_049500,AFUB_049850,AFUB_050280,AFUB_050560,AFUB_054240,AFUB_055320,AFUB_057420,AFUB_059160,AFUB_062470,AFUB_065720,AFUB_066090,AFUB_068800,AFUB_069810,AFUB_074660,AFUB_076190,AFUB_077830,AFUB_079490,AFUB_080270,AFUB_082480,AFUB_084050,AFUB_085200,AFUB_085500,AFUB_085870,AFUB_088580,AFUB_090720,AFUB_090740,AFUB_091030,AFUB_091970,AFUB_097070,AFUB_098360,AFUB_099260,AFUB_100130,	11.5	1.57	1.73	0.000260507255343	0.00637721761081	0.31886088054
GO:0009653	anatomical structure morphogenesis	109	19	AFUB_007280,AFUB_014090,AFUB_015800,AFUB_015960,AFUB_018660,AFUB_023920,AFUB_026940,AFUB_030320,AFUB_030640,AFUB_037920,AFUB_043350,AFUB_045150,AFUB_060190,AFUB_063950,AFUB_066150,AFUB_066820,AFUB_072930,AFUB_088500,AFUB_089440,	17.4	2.39	2.75	0.00029011454034	0.00696274896817	0.355100197376
GO:0048583	regulation of response to stimulus	39	10	AFUB_020140,AFUB_026940,AFUB_036740,AFUB_054980,AFUB_059440,AFUB_063650,AFUB_068800,AFUB_072790,AFUB_090140,AFUB_101830,	25.6	3.52	4.45	0.00035649533379	0.00839135170305	0.436350288559
GO:0043609	regulation of carbon utilization	3	3	AFUB_001990,AFUB_027530,AFUB_031270,	100.0	13.73	inf	0.000384478016251	0.00887926588475	0.470601091892
GO:0009966	regulation of signal transduction	34	9	AFUB_020140,AFUB_026940,AFUB_036740,AFUB_054980,AFUB_059440,AFUB_063650,AFUB_072790,AFUB_090140,AFUB_101830,	26.5	3.63	4.64	0.000543835953668	0.0118867001302	0.665655207289
GO:0010646	regulation of cell communication	34	9	AFUB_020140,AFUB_026940,AFUB_036740,AFUB_054980,AFUB_059440,AFUB_063650,AFUB_072790,AFUB_090140,AFUB_101830,	26.5	3.63	4.64	0.000543835953668	0.0118867001302	0.665655207289
GO:0023051	regulation of signaling	34	9	AFUB_020140,AFUB_026940,AFUB_036740,AFUB_054980,AFUB_059440,AFUB_063650,AFUB_072790,AFUB_090140,AFUB_101830,	26.5	3.63	4.64	0.000543835953668	0.0118867001302	0.665655207289
GO:0043945	positive regulation of asexual sporulation resulting in formation of a cellular spore	16	6	AFUB_015960,AFUB_023920,AFUB_037920,AFUB_039530,AFUB_063950,AFUB_093810,	37.5	5.15	7.71	0.000618318750041	0.0132775815798	0.756822150051
GO:0044262	cellular carbohydrate metabolic process	154	23	AFUB_001990,AFUB_014990,AFUB_016310,AFUB_017790,AFUB_021050,AFUB_021650,AFUB_025250,AFUB_026030,AFUB_031270,AFUB_043350,AFUB_046050,AFUB_046310,AFUB_046510,AFUB_059160,AFUB_062470,AFUB_065720,AFUB_067270,AFUB_074660,AFUB_076190,AFUB_077830,AFUB_079490,AFUB_091030,AFUB_097070,	14.9	2.05	2.29	0.000715357451605	0.0148342796139	0.875597520764
GO:0005975	carbohydrate metabolic process	446	51	AFUB_001990,AFUB_010210,AFUB_014090,AFUB_014990,AFUB_016310,AFUB_017510,AFUB_017570,AFUB_017790,AFUB_021050,AFUB_021650,AFUB_025250,AFUB_026030,AFUB_030140,AFUB_031270,AFUB_037900,AFUB_043350,AFUB_044090,AFUB_045140,AFUB_046050,AFUB_046310,AFUB_046510,AFUB_048180,AFUB_049020,AFUB_049140,AFUB_049500,AFUB_059160,AFUB_062470,AFUB_065720,AFUB_067270,AFUB_073680,AFUB_074660,AFUB_076190,AFUB_077400,AFUB_077830,AFUB_077995,AFUB_079490,AFUB_081940,AFUB_082480,AFUB_083460,AFUB_084070,AFUB_084480,AFUB_085200,AFUB_085220,AFUB_085500,AFUB_085870,AFUB_090720,AFUB_091030,AFUB_091970,AFUB_095140,AFUB_097070,AFUB_099490,	11.4	1.57	1.71	0.000719579688941	0.0148342796139	0.880765539264
GO:0035556	intracellular signal transduction	117	19	AFUB_005600,AFUB_019610,AFUB_020650,AFUB_026080,AFUB_026940,AFUB_028690,AFUB_030660,AFUB_036740,AFUB_041920,AFUB_042200,AFUB_049650,AFUB_054310,AFUB_055940,AFUB_063650,AFUB_064490,AFUB_089840,AFUB_090140,AFUB_098950,AFUB_100220,	16.2	2.23	2.52	0.000727170569309	0.0148342796139	0.890056776835
GO:0000160	phosphorelay signal transduction system	17	6	AFUB_020650,AFUB_030660,AFUB_041920,AFUB_055940,AFUB_064490,AFUB_100220,	35.3	4.85	7.01	0.000897324517491	0.0179221451294	1.0
GO:0048518	positive regulation of biological process	110	18	AFUB_001420,AFUB_001990,AFUB_015960,AFUB_020140,AFUB_023920,AFUB_026940,AFUB_028890,AFUB_030320,AFUB_031270,AFUB_035330,AFUB_037920,AFUB_039530,AFUB_063950,AFUB_068800,AFUB_088500,AFUB_089440,AFUB_093810,AFUB_100220,	16.4	2.25	2.54	0.000907821076814	0.0179221451294	1.0
GO:0016042	lipid catabolic process	46	10	AFUB_000910,AFUB_006850,AFUB_023890,AFUB_025250,AFUB_049850,AFUB_050560,AFUB_059160,AFUB_080270,AFUB_084050,AFUB_100130,	21.7	2.98	3.58	0.00143964071017	0.027970162369	1.0
GO:0042221	response to chemical	97	16	AFUB_007280,AFUB_020650,AFUB_021710,AFUB_026940,AFUB_028690,AFUB_035050,AFUB_051440,AFUB_055940,AFUB_057420,AFUB_057500,AFUB_066150,AFUB_067030,AFUB_069810,AFUB_072790,AFUB_094400,AFUB_098950,	16.5	2.26	2.56	0.00157819734156	0.0301830241573	1.0
GO:0048522	positive regulation of cellular process	98	16	AFUB_001990,AFUB_015960,AFUB_020140,AFUB_023920,AFUB_026940,AFUB_028890,AFUB_030320,AFUB_031270,AFUB_035330,AFUB_037920,AFUB_039530,AFUB_063950,AFUB_088500,AFUB_089440,AFUB_093810,AFUB_100220,	16.3	2.24	2.53	0.00176263929056	0.0331918537175	1.0
GO:0022414	reproductive process	120	18	AFUB_001420,AFUB_015800,AFUB_015960,AFUB_023920,AFUB_030640,AFUB_032790,AFUB_035330,AFUB_037920,AFUB_043130,AFUB_043420,AFUB_060190,AFUB_066820,AFUB_068240,AFUB_072930,AFUB_088500,AFUB_089440,AFUB_100220,AFUB_100320,	15.0	2.06	2.29	0.00250392843425	0.0464364909625	1.0
GO:0001896	autolysis	9	4	AFUB_015960,AFUB_037900,AFUB_085200,AFUB_085870,	44.4	6.1	10.25	0.00260966521247	0.0476750779114	1.0
GO:0006357	regulation of transcription by RNA polymerase II	75	13	AFUB_001990,AFUB_007280,AFUB_013000,AFUB_015960,AFUB_023920,AFUB_026940,AFUB_029400,AFUB_030320,AFUB_031270,AFUB_037210,AFUB_040580,AFUB_042820,AFUB_051440,	17.3	2.38	2.71	0.00269629618668	0.0480478902851	1.0
GO:2000241	regulation of reproductive process	42	9	AFUB_001420,AFUB_023920,AFUB_035330,AFUB_039530,AFUB_046660,AFUB_072930,AFUB_088500,AFUB_089440,AFUB_093810,	21.4	2.94	3.51	0.0027406065506	0.0480478902851	1.0
GO:0044264	cellular polysaccharide metabolic process	84	14	AFUB_001990,AFUB_014990,AFUB_016310,AFUB_017790,AFUB_021050,AFUB_031270,AFUB_046310,AFUB_046510,AFUB_067270,AFUB_074660,AFUB_077830,AFUB_079490,AFUB_091030,AFUB_097070,	16.7	2.29	2.59	0.00274783686271	0.0480478902851	1.0
GO:0043940	regulation of sexual sporulation resulting in formation of a cellular spore	28	7	AFUB_035330,AFUB_039530,AFUB_046660,AFUB_072930,AFUB_088500,AFUB_089440,AFUB_093810,	25.0	3.43	4.29	0.00321680018917	0.0539364853636	1.0
GO:0051445	regulation of meiotic cell cycle	28	7	AFUB_035330,AFUB_039530,AFUB_046660,AFUB_072930,AFUB_088500,AFUB_089440,AFUB_093810,	25.0	3.43	4.29	0.00321680018917	0.0539364853636	1.0
GO:0034306	regulation of sexual sporulation	28	7	AFUB_035330,AFUB_039530,AFUB_046660,AFUB_072930,AFUB_088500,AFUB_089440,AFUB_093810,	25.0	3.43	4.29	0.00321680018917	0.0539364853636	1.0
GO:0042744	hydrogen peroxide catabolic process	5	3	AFUB_017280,AFUB_084930,AFUB_094400,	60.0	8.24	19.19	0.00343895119943	0.0561236835747	1.0
GO:0042743	hydrogen peroxide metabolic process	5	3	AFUB_017280,AFUB_084930,AFUB_094400,	60.0	8.24	19.19	0.00343895119943	0.0561236835747	1.0
GO:0043936	asexual sporulation resulting in formation of a cellular spore	52	10	AFUB_014090,AFUB_015960,AFUB_018660,AFUB_023920,AFUB_026940,AFUB_030320,AFUB_037920,AFUB_043350,AFUB_063950,AFUB_066150,	19.2	2.64	3.07	0.00376635568992	0.0606581495324	1.0
GO:0044703	multi-organism reproductive process	80	13	AFUB_001420,AFUB_015800,AFUB_030640,AFUB_032790,AFUB_035330,AFUB_043130,AFUB_060190,AFUB_066820,AFUB_068240,AFUB_072930,AFUB_088500,AFUB_089440,AFUB_100220,	16.3	2.23	2.51	0.00480679996335	0.0736700657104	1.0
GO:0019953	sexual reproduction	80	13	AFUB_001420,AFUB_015800,AFUB_030640,AFUB_032790,AFUB_035330,AFUB_043130,AFUB_060190,AFUB_066820,AFUB_068240,AFUB_072930,AFUB_088500,AFUB_089440,AFUB_100220,	16.3	2.23	2.51	0.00480679996335	0.0736700657104	1.0
GO:1901136	carbohydrate derivative catabolic process	30	7	AFUB_037900,AFUB_068800,AFUB_076190,AFUB_082480,AFUB_085200,AFUB_085870,AFUB_090720,	23.3	3.2	3.91	0.00487154504033	0.0736700657104	1.0
GO:0045493	xylan catabolic process	23	6	AFUB_001990,AFUB_016310,AFUB_031270,AFUB_046310,AFUB_077830,AFUB_097070,	26.1	3.58	4.53	0.00502841099881	0.0736700657104	1.0
GO:0045491	xylan metabolic process	23	6	AFUB_001990,AFUB_016310,AFUB_031270,AFUB_046310,AFUB_077830,AFUB_097070,	26.1	3.58	4.53	0.00502841099881	0.0736700657104	1.0
GO:2001002	positive regulation of xylan catabolic process	2	2	AFUB_001990,AFUB_031270,	100.0	13.73	inf	0.00529654067199	0.0736700657104	1.0
GO:2000924	regulation of cellodextrin metabolic process	2	2	AFUB_001990,AFUB_031270,	100.0	13.73	inf	0.00529654067199	0.0736700657104	1.0
GO:2000968	positive regulation of cell wall polysaccharide catabolic process	2	2	AFUB_001990,AFUB_031270,	100.0	13.73	inf	0.00529654067199	0.0736700657104	1.0
GO:2000966	regulation of cell wall polysaccharide catabolic process	2	2	AFUB_001990,AFUB_031270,	100.0	13.73	inf	0.00529654067199	0.0736700657104	1.0
GO:2000926	positive regulation of cellodextrin metabolic process	2	2	AFUB_001990,AFUB_031270,	100.0	13.73	inf	0.00529654067199	0.0736700657104	1.0
GO:2001000	regulation of xylan catabolic process	2	2	AFUB_001990,AFUB_031270,	100.0	13.73	inf	0.00529654067199	0.0736700657104	1.0
GO:0010981	regulation of cell wall macromolecule metabolic process	2	2	AFUB_001990,AFUB_031270,	100.0	13.73	inf	0.00529654067199	0.0736700657104	1.0
GO:0075307	positive regulation of conidium formation	11	4	AFUB_015960,AFUB_023920,AFUB_028890,AFUB_030320,	36.4	4.99	7.32	0.00607699400879	0.0835757378287	1.0
GO:1902531	regulation of intracellular signal transduction	24	6	AFUB_020140,AFUB_036740,AFUB_054980,AFUB_059440,AFUB_063650,AFUB_090140,	25.0	3.43	4.28	0.00630013622591	0.0856818526724	1.0
GO:1901072	glucosamine-containing compound catabolic process	18	5	AFUB_037900,AFUB_082480,AFUB_085200,AFUB_085870,AFUB_090720,	27.8	3.81	4.93	0.00777614453795	0.104593416642	1.0
GO:0050896	response to stimulus	446	46	AFUB_000050,AFUB_005590,AFUB_005600,AFUB_007280,AFUB_016740,AFUB_017280,AFUB_018140,AFUB_019610,AFUB_020650,AFUB_021710,AFUB_026080,AFUB_026940,AFUB_028690,AFUB_030660,AFUB_032790,AFUB_035050,AFUB_036740,AFUB_037210,AFUB_040580,AFUB_041920,AFUB_042200,AFUB_043350,AFUB_046660,AFUB_049650,AFUB_051440,AFUB_054310,AFUB_055940,AFUB_057420,AFUB_057500,AFUB_063650,AFUB_064490,AFUB_066150,AFUB_067030,AFUB_068800,AFUB_069810,AFUB_072440,AFUB_072790,AFUB_084930,AFUB_089840,AFUB_089990,AFUB_090140,AFUB_093350,AFUB_094400,AFUB_098950,AFUB_100220,AFUB_100730,	10.3	1.42	1.51	0.0094700009871	0.125278025612	1.0
GO:0043943	regulation of asexual sporulation resulting in formation of a cellular spore	26	6	AFUB_015960,AFUB_023920,AFUB_037920,AFUB_039530,AFUB_063950,AFUB_093810,	23.1	3.17	3.85	0.00951867351466	0.125278025612	1.0
GO:0051056	regulation of small GTPase mediated signal transduction	19	5	AFUB_036740,AFUB_054980,AFUB_059440,AFUB_063650,AFUB_090140,	26.3	3.61	4.58	0.00993364306535	0.127987148547	1.0
GO:0046348	amino sugar catabolic process	19	5	AFUB_037900,AFUB_082480,AFUB_085200,AFUB_085870,AFUB_090720,	26.3	3.61	4.58	0.00993364306535	0.127987148547	1.0
GO:0003006	developmental process involved in reproduction	107	15	AFUB_001420,AFUB_015800,AFUB_015960,AFUB_023920,AFUB_030640,AFUB_032790,AFUB_037920,AFUB_043130,AFUB_060190,AFUB_066820,AFUB_072930,AFUB_088500,AFUB_089440,AFUB_100220,AFUB_100320,	14.0	1.92	2.11	0.0103340861065	0.128047045443	1.0
GO:0045744	negative regulation of G protein-coupled receptor signaling pathway	7	3	AFUB_026940,AFUB_072790,AFUB_101830,	42.9	5.88	9.59	0.0107752007195	0.128047045443	1.0
GO:0023021	termination of signal transduction	7	3	AFUB_026940,AFUB_072790,AFUB_101830,	42.9	5.88	9.59	0.0107752007195	0.128047045443	1.0
GO:0015914	phospholipid transport	7	3	AFUB_024760,AFUB_067330,AFUB_096270,	42.9	5.88	9.59	0.0107752007195	0.128047045443	1.0
GO:0015748	organophosphate ester transport	7	3	AFUB_024760,AFUB_067330,AFUB_096270,	42.9	5.88	9.59	0.0107752007195	0.128047045443	1.0
GO:0035023	regulation of Rho protein signal transduction	7	3	AFUB_054980,AFUB_059440,AFUB_090140,	42.9	5.88	9.59	0.0107752007195	0.128047045443	1.0
GO:0008277	regulation of G protein-coupled receptor signaling pathway	7	3	AFUB_026940,AFUB_072790,AFUB_101830,	42.9	5.88	9.59	0.0107752007195	0.128047045443	1.0
GO:0038032	termination of G protein-coupled receptor signaling pathway	7	3	AFUB_026940,AFUB_072790,AFUB_101830,	42.9	5.88	9.59	0.0107752007195	0.128047045443	1.0
GO:0005976	polysaccharide metabolic process	180	22	AFUB_001990,AFUB_014990,AFUB_016310,AFUB_017790,AFUB_021050,AFUB_030140,AFUB_031270,AFUB_037900,AFUB_044090,AFUB_046310,AFUB_046510,AFUB_048180,AFUB_067270,AFUB_074660,AFUB_077830,AFUB_079490,AFUB_085200,AFUB_085220,AFUB_085870,AFUB_090720,AFUB_091030,AFUB_097070,	12.2	1.68	1.81	0.0111419574224	0.131132268125	1.0
GO:0016998	cell wall macromolecule catabolic process	43	8	AFUB_001990,AFUB_004590,AFUB_016310,AFUB_031270,AFUB_046310,AFUB_076190,AFUB_077830,AFUB_097070,	18.6	2.55	2.94	0.0112552111796	0.131203604608	1.0
GO:0072593	reactive oxygen species metabolic process	13	4	AFUB_001420,AFUB_017280,AFUB_084930,AFUB_094400,	30.8	4.22	5.69	0.0117145337857	0.132501720694	1.0
GO:0010720	positive regulation of cell development	13	4	AFUB_015960,AFUB_023920,AFUB_028890,AFUB_030320,	30.8	4.22	5.69	0.0117145337857	0.132501720694	1.0
GO:0016052	carbohydrate catabolic process	235	27	AFUB_001990,AFUB_016310,AFUB_017510,AFUB_017790,AFUB_025250,AFUB_026030,AFUB_030140,AFUB_031270,AFUB_037900,AFUB_044090,AFUB_046050,AFUB_046310,AFUB_046510,AFUB_048180,AFUB_049500,AFUB_062470,AFUB_074660,AFUB_076190,AFUB_077830,AFUB_079490,AFUB_085200,AFUB_085500,AFUB_085870,AFUB_090720,AFUB_091030,AFUB_091970,AFUB_097070,	11.5	1.58	1.69	0.0117592047679	0.132501720694	1.0
GO:0071554	cell wall organization or biogenesis	139	18	AFUB_001990,AFUB_004590,AFUB_016310,AFUB_021050,AFUB_031270,AFUB_035330,AFUB_037920,AFUB_040120,AFUB_040580,AFUB_043350,AFUB_046310,AFUB_048180,AFUB_076190,AFUB_077400,AFUB_077830,AFUB_084480,AFUB_091970,AFUB_097070,	12.9	1.78	1.92	0.0117995813363	0.132501720694	1.0
GO:0006026	aminoglycan catabolic process	20	5	AFUB_037900,AFUB_076190,AFUB_085200,AFUB_085870,AFUB_090720,	25.0	3.43	4.27	0.0124687474384	0.138743153315	1.0
